region,year,poverty_percent
            Ямало-Ненецкий автономный округ (Тюменская область),2019,5.5
            Ямало-Ненецкий автономный округ (Тюменская область),2020,4.8
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2012,10.4
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2013,11.8
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2014,12.0
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2015,14.7
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2016,15.5
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2017,15.4
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2018,14.3
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2019,14.4
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2020,13.6
        Челябинская область,1995,27.9
        Челябинская область,1996,27.2
        Челябинская область,1997,22.1
        Челябинская область,1998,26.9
        Челябинская область,1999,32.3
        Челябинская область,2000,30.7
        Челябинская область,2001,34.3
        Челябинская область,2002,29.7
        Челябинская область,2003,24.5
        Челябинская область,2004,21.1
        Челябинская область,2005,14.9
        Челябинская область,2006,12.3
        Челябинская область,2007,11.6
        Челябинская область,2008,10.6
        Челябинская область,2009,10.8
        Челябинская область,2010,10.2
        Челябинская область,2011,10.8
        Челябинская область,2012,10.1
        Челябинская область,2013,11.1
        Челябинская область,2014,11.7
        Челябинская область,2015,13.7
        Челябинская область,2016,13.8
        Челябинская область,2017,13.2
        Челябинская область,2018,12.8
        Челябинская область,2019,12.8
        Челябинская область,2020,12.6
    Сибирский федеральный округ,2003,0.0
    Сибирский федеральный округ,2004,0.0
    Сибирский федеральный округ,2005,0.0
    Сибирский федеральный округ,2006,0.0
    Сибирский федеральный округ,2007,0.0
    Сибирский федеральный округ,2008,0.0
    Сибирский федеральный округ,2009,0.0
    Сибирский федеральный округ,2010,0.0
    Сибирский федеральный округ,2011,0.0
    Сибирский федеральный округ,2012,0.0
    Сибирский федеральный округ,2013,0.0
    Сибирский федеральный округ,2014,0.0
    Сибирский федеральный округ,2015,0.0
    Сибирский федеральный округ,2016,0.0
    Сибирский федеральный округ,2017,0.0
    Сибирский федеральный округ,2018,0.0
        Республика Алтай,1995,26.2
        Республика Алтай,1996,45.7
        Республика Алтай,1997,39.2
        Республика Алтай,1998,47.8
        Республика Алтай,1999,62.9
        Республика Алтай,2000,59.8
        Республика Алтай,2001,54.3
        Республика Алтай,2002,39.3
        Республика Алтай,2003,38.2
        Республика Алтай,2004,36.5
        Республика Алтай,2005,35.9
        Республика Алтай,2006,36.0
        Республика Алтай,2007,32.9
        Республика Алтай,2008,25.7
        Республика Алтай,2009,31.1
        Республика Алтай,2010,17.7
        Республика Алтай,2011,18.6
        Республика Алтай,2012,18.5
        Республика Алтай,2013,21.0
        Республика Алтай,2014,20.9
        Республика Алтай,2015,24.8
        Республика Алтай,2016,25.6
        Республика Алтай,2017,25.4
        Республика Алтай,2018,24.0
        Республика Алтай,2019,24.3
        Республика Алтай,2020,23.8
        Республика Тыва,1995,72.7
        Республика Тыва,1996,71.1
        Республика Тыва,1997,59.4
        Республика Тыва,1998,68.0
        Республика Тыва,1999,75.6
        Республика Тыва,2000,77.9
        Республика Тыва,2001,65.2
        Республика Тыва,2002,48.2
        Республика Тыва,2003,48.0
        Республика Тыва,2004,46.9
        Республика Тыва,2005,44.4
        Республика Тыва,2006,40.4
        Республика Тыва,2007,36.0
        Республика Тыва,2008,30.4
        Республика Тыва,2009,26.9
        Республика Тыва,2010,29.6
        Республика Тыва,2011,30.6
        Республика Тыва,2012,27.9
        Республика Тыва,2013,33.0
        Республика Тыва,2014,35.2
        Республика Тыва,2015,36.9
        Республика Тыва,2016,37.8
        Республика Тыва,2017,35.8
        Республика Тыва,2018,34.4
        Республика Тыва,2019,34.1
        Республика Тыва,2020,31.7
        Республика Хакасия,1995,24.7
        Республика Хакасия,1996,25.0
        Республика Хакасия,1997,24.5
        Республика Хакасия,1998,36.6
        Республика Хакасия,1999,40.5
        Республика Хакасия,2000,40.2
        Республика Хакасия,2001,37.5
        Республика Хакасия,2002,31.8
        Республика Хакасия,2003,28.4
        Республика Хакасия,2004,26.7
        Республика Хакасия,2005,26.9
        Республика Хакасия,2006,24.0
        Республика Хакасия,2007,20.2
        Республика Хакасия,2008,18.5
        Республика Хакасия,2009,20.8
        Республика Хакасия,2010,18.4
        Республика Хакасия,2011,18.6
        Республика Хакасия,2012,16.3
        Республика Хакасия,2013,17.8
        Республика Хакасия,2014,18.2
        Республика Хакасия,2015,19.2
        Республика Хакасия,2016,19.1
        Республика Хакасия,2017,18.8
        Республика Хакасия,2018,18.5
        Республика Хакасия,2019,19.0
        Республика Хакасия,2020,18.5
        Алтайский край,1995,33.7
        Алтайский край,1996,46.8
        Алтайский край,1997,45.7
        Алтайский край,1998,52.9
        Алтайский край,1999,53.8
        Алтайский край,2000,53.9
        Алтайский край,2001,47.3
        Алтайский край,2002,38.9
        Алтайский край,2003,33.9
        Алтайский край,2004,30.9
        Алтайский край,2005,24.9
        Алтайский край,2006,19.3
        Алтайский край,2007,20.1
        Алтайский край,2008,19.0
        Алтайский край,2009,24.4
        Алтайский край,2010,23.9
        Алтайский край,2011,22.6
        Алтайский край,2012,20.6
        Алтайский край,2013,17.6
        Алтайский край,2014,17.1
        Алтайский край,2015,18.0
        Алтайский край,2016,17.8
        Алтайский край,2017,17.5
        Алтайский край,2018,17.4
        Алтайский край,2019,17.6
        Алтайский край,2020,17.5
        Красноярский край,1995,24.2
        Красноярский край,1996,19.2
        Красноярский край,1997,17.5
        Красноярский край,1998,20.2
        Красноярский край,1999,21.1
        Красноярский край,2000,24.4
        Красноярский край,2001,24.6
        Красноярский край,2002,25.6
        Красноярский край,2003,24.7
        Красноярский край,2004,22.8
        Красноярский край,2005,21.4
        Красноярский край,2006,19.2
        Красноярский край,2007,15.8
        Красноярский край,2008,16.2
        Красноярский край,2009,17.7
        Красноярский край,2010,17.9
        Красноярский край,2011,18.1
        Красноярский край,2012,15.6
        Красноярский край,2013,15.6
        Красноярский край,2014,17.0
        Красноярский край,2015,18.9
        Красноярский край,2016,18.4
        Красноярский край,2017,17.6
        Красноярский край,2018,17.1
        Красноярский край,2019,17.3
        Красноярский край,2020,17.0
        Иркутская область,1995,31.6
        Иркутская область,1996,30.0
        Иркутская область,1997,26.5
        Иркутская область,1998,26.3
        Иркутская область,1999,30.5
        Иркутская область,2000,35.5
        Иркутская область,2001,36.6
        Иркутская область,2002,31.9
        Иркутская область,2003,31.1
        Иркутская область,2004,29.0
        Иркутская область,2005,21.3
        Иркутская область,2006,18.9
        Иркутская область,2007,18.4
        Иркутская область,2008,16.8
        Иркутская область,2009,18.5
        Иркутская область,2010,18.1
        Иркутская область,2011,19.2
        Иркутская область,2012,16.8
        Иркутская область,2013,17.0
        Иркутская область,2014,18.8
        Иркутская область,2015,20.7
        Иркутская область,2016,20.0
        Иркутская область,2017,18.0
        Иркутская область,2018,17.6
        Иркутская область,2019,17.9
        Иркутская область,2020,17.6
        Кемеровская область - Кузбасс,1995,16.1
        Кемеровская область - Кузбасс,1996,19.7
        Кемеровская область - Кузбасс,1997,17.6
        Кемеровская область - Кузбасс,1998,23.0
        Кемеровская область - Кузбасс,1999,29.8
        Кемеровская область - Кузбасс,2000,28.5
        Кемеровская область - Кузбасс,2001,25.4
        Кемеровская область - Кузбасс,2002,23.0
        Кемеровская область - Кузбасс,2003,20.1
        Кемеровская область - Кузбасс,2004,16.2
        Кемеровская область - Кузбасс,2005,12.8
        Кемеровская область - Кузбасс,2006,11.5
        Кемеровская область - Кузбасс,2007,10.7
        Кемеровская область - Кузбасс,2008,9.7
        Кемеровская область - Кузбасс,2009,11.7
        Кемеровская область - Кузбасс,2010,11.0
        Кемеровская область - Кузбасс,2011,11.6
        Кемеровская область - Кузбасс,2012,10.6
        Кемеровская область - Кузбасс,2013,13.9
        Кемеровская область - Кузбасс,2014,14.1
        Кемеровская область - Кузбасс,2015,15.7
        Кемеровская область - Кузбасс,2016,15.8
        Кемеровская область - Кузбасс,2017,14.9
        Кемеровская область - Кузбасс,2018,13.9
        Кемеровская область - Кузбасс,2019,13.6
        Кемеровская область - Кузбасс,2020,13.2
        Новосибирская область,1995,39.8
        Новосибирская область,1996,29.3
        Новосибирская область,1997,30.1
        Новосибирская область,1998,44.1
        Новосибирская область,1999,50.8
        Новосибирская область,2000,52.0
        Новосибирская область,2001,46.5
        Новосибирская область,2002,39.4
        Новосибирская область,2003,32.3
        Новосибирская область,2004,25.7
        Новосибирская область,2005,21.9
        Новосибирская область,2006,20.7
        Новосибирская область,2007,18.7
        Новосибирская область,2008,17.2
        Новосибирская область,2009,16.2
        Новосибирская область,2010,16.3
        Новосибирская область,2011,16.5
        Новосибирская область,2012,14.1
        Новосибирская область,2013,14.4
        Новосибирская область,2014,14.9
        Новосибирская область,2015,17.3
        Новосибирская область,2016,16.1
        Новосибирская область,2017,15.1
        Новосибирская область,2018,14.1
        Новосибирская область,2019,13.9
        Новосибирская область,2020,13.8
        Омская область,1995,29.7
        Омская область,1996,25.2
        Омская область,1997,23.4
        Омская область,1998,25.0
        Омская область,1999,34.6
        Омская область,2000,44.4
        Омская область,2001,30.2
        Омская область,2002,24.3
        Омская область,2003,21.0
        Омская область,2004,17.7
        Омская область,2005,16.1
        Омская область,2006,15.6
        Омская область,2007,14.0
        Омская область,2008,13.7
        Омская область,2009,15.1
        Омская область,2010,14.1
        Омская область,2011,12.7
        Омская область,2012,11.0
        Омская область,2013,12.5
        Омская область,2014,12.4
        Омская область,2015,14.2
        Омская область,2016,14.7
        Омская область,2017,14.2
        Омская область,2018,13.6
        Омская область,2019,13.9
        Омская область,2020,13.6
        Томская область,1995,30.6
        Томская область,1996,22.1
        Томская область,1997,19.8
        Томская область,1998,23.7
        Томская область,1999,26.5
        Томская область,2000,25.6
        Томская область,2001,26.2
        Томская область,2002,22.5
        Томская область,2003,20.2
        Томская область,2004,18.6
        Томская область,2005,16.4
        Томская область,2006,14.4
        Томская область,2007,13.2
        Томская область,2008,14.4
        Томская область,2009,17.6
        Томская область,2010,17.4
        Томская область,2011,17.8
        Томская область,2012,16.2
        Томская область,2013,13.0
        Томская область,2014,13.0
        Томская область,2015,14.9
        Томская область,2016,15.0
        Томская область,2017,14.8
        Томская область,2018,14.7
        Томская область,2019,14.8
        Томская область,2020,14.4
    Дальневосточный федеральный округ,2003,0.0
    Дальневосточный федеральный округ,2004,0.0
    Дальневосточный федеральный округ,2005,0.0
    Дальневосточный федеральный округ,2006,0.0
    Дальневосточный федеральный округ,2007,0.0
    Дальневосточный федеральный округ,2008,0.0
    Дальневосточный федеральный округ,2009,0.0
    Дальневосточный федеральный округ,2010,0.0
    Дальневосточный федеральный округ,2011,0.0
    Дальневосточный федеральный округ,2012,0.0
    Дальневосточный федеральный округ,2013,0.0
    Дальневосточный федеральный округ,2014,0.0
    Дальневосточный федеральный округ,2015,0.0
    Дальневосточный федеральный округ,2016,0.0
    Дальневосточный федеральный округ,2017,0.0
    Дальневосточный федеральный округ,2018,0.0
        Республика Бурятия,1995,54.3
        Республика Бурятия,1996,48.4
        Республика Бурятия,1997,33.0
        Республика Бурятия,1998,43.2
        Республика Бурятия,1999,47.5
        Республика Бурятия,2000,53.5
        Республика Бурятия,2001,48.6
        Республика Бурятия,2002,37.2
        Республика Бурятия,2003,36.7
        Республика Бурятия,2004,38.3
        Республика Бурятия,2005,32.6
        Республика Бурятия,2006,29.9
        Республика Бурятия,2007,25.2
        Республика Бурятия,2008,20.7
        Республика Бурятия,2009,19.1
        Республика Бурятия,2010,19.2
        Республика Бурятия,2011,20.1
        Республика Бурятия,2012,17.7
        Республика Бурятия,2013,17.5
        Республика Бурятия,2014,18.2
        Республика Бурятия,2015,18.9
        Республика Бурятия,2016,19.3
        Республика Бурятия,2017,19.0
        Республика Бурятия,2018,19.1
        Республика Бурятия,2019,20.1
        Республика Бурятия,2020,19.9
        Забайкальский край,1995,64.2
        Забайкальский край,1996,63.4
        Забайкальский край,1997,58.6
        Забайкальский край,1998,69.7
        Забайкальский край,1999,77.5
        Забайкальский край,2000,67.0
        Забайкальский край,2001,55.3
        Забайкальский край,2002,44.6
        Забайкальский край,2003,32.3
        Забайкальский край,2004,28.7
        Забайкальский край,2005,26.1
        Забайкальский край,2006,23.6
        Забайкальский край,2007,23.6
        Забайкальский край,2008,19.9
        Забайкальский край,2009,19.7
        Забайкальский край,2010,19.0
        Забайкальский край,2011,18.9
        Забайкальский край,2012,17.6
        Забайкальский край,2013,16.9
        Забайкальский край,2014,18.8
        Забайкальский край,2015,21.3
        Забайкальский край,2016,22.1
        Забайкальский край,2017,22.0
        Забайкальский край,2018,21.4
        Забайкальский край,2019,21.5
        Забайкальский край,2020,20.9
        Республика Саха (Якутия),1995,29.2
        Республика Саха (Якутия),1996,30.0
        Республика Саха (Якутия),1997,27.2
        Республика Саха (Якутия),1998,29.5
        Республика Саха (Якутия),1999,30.8
        Республика Саха (Якутия),2000,28.3
        Республика Саха (Якутия),2001,26.4
        Республика Саха (Якутия),2002,22.3
        Республика Саха (Якутия),2003,20.4
        Республика Саха (Якутия),2004,20.3
        Республика Саха (Якутия),2005,20.0
        Республика Саха (Якутия),2006,18.9
        Республика Саха (Якутия),2007,20.3
        Республика Саха (Якутия),2008,19.0
        Республика Саха (Якутия),2009,19.6
        Республика Саха (Якутия),2010,19.0
        Республика Саха (Якутия),2011,18.6
        Республика Саха (Якутия),2012,16.7
        Республика Саха (Якутия),2013,16.8
        Республика Саха (Якутия),2014,18.0
        Республика Саха (Якутия),2015,19.4
        Республика Саха (Якутия),2016,19.8
        Республика Саха (Якутия),2017,19.6
        Республика Саха (Якутия),2018,18.6
        Республика Саха (Якутия),2019,17.8
        Республика Саха (Якутия),2020,17.3
        Камчатский край,1995,22.7
        Камчатский край,1996,27.8
        Камчатский край,1997,25.6
        Камчатский край,1998,30.9
        Камчатский край,1999,32.1
        Камчатский край,2000,0.0
        Камчатский край,2001,0.0
        Камчатский край,2002,34.3
        Камчатский край,2003,26.6
        Камчатский край,2004,23.1
        Камчатский край,2005,25.2
        Камчатский край,2006,23.6
        Камчатский край,2007,20.5
        Камчатский край,2008,22.6
        Камчатский край,2009,21.2
        Камчатский край,2010,19.5
        Камчатский край,2011,19.2
        Камчатский край,2012,17.8
        Камчатский край,2013,16.7
        Камчатский край,2014,16.7
        Камчатский край,2015,17.1
        Камчатский край,2016,17.7
        Камчатский край,2017,16.8
        Камчатский край,2018,15.8
        Камчатский край,2019,14.9
        Камчатский край,2020,14.6
        Приморский край,1995,31.8
        Приморский край,1996,30.4
        Приморский край,1997,28.6
        Приморский край,1998,31.5
        Приморский край,1999,38.2
        Приморский край,2000,55.9
        Приморский край,2001,52.1
        Приморский край,2002,46.9
        Приморский край,2003,37.5
        Приморский край,2004,30.4
        Приморский край,2005,27.4
        Приморский край,2006,22.8
        Приморский край,2007,21.4
        Приморский край,2008,21.4
        Приморский край,2009,18.8
        Приморский край,2010,16.3
        Приморский край,2011,15.7
        Приморский край,2012,14.2
        Приморский край,2013,16.3
        Приморский край,2014,15.2
        Приморский край,2015,16.2
        Приморский край,2016,16.3
        Приморский край,2017,14.9
        Приморский край,2018,13.9
        Приморский край,2019,13.5
        Приморский край,2020,13.0
        Хабаровский край,1995,28.9
        Хабаровский край,1996,24.3
        Хабаровский край,1997,21.3
        Хабаровский край,1998,21.7
        Хабаровский край,1999,22.8
        Хабаровский край,2000,35.5
        Хабаровский край,2001,32.1
        Хабаровский край,2002,26.5
        Хабаровский край,2003,24.4
        Хабаровский край,2004,23.0
        Хабаровский край,2005,20.7
        Хабаровский край,2006,17.5
        Хабаровский край,2007,15.0
        Хабаровский край,2008,18.8
        Хабаровский край,2009,17.7
        Хабаровский край,2010,15.9
        Хабаровский край,2011,15.8
        Хабаровский край,2012,14.3
        Хабаровский край,2013,12.5
        Хабаровский край,2014,13.4
        Хабаровский край,2015,14.1
        Хабаровский край,2016,13.0
        Хабаровский край,2017,12.5
        Хабаровский край,2018,12.2
        Хабаровский край,2019,12.2
        Хабаровский край,2020,12.0
        Амурская область,1995,36.1
        Амурская область,1996,28.2
        Амурская область,1997,26.3
        Амурская область,1998,31.2
        Амурская область,1999,38.0
        Амурская область,2000,47.7
        Амурская область,2001,45.3
        Амурская область,2002,44.6
        Амурская область,2003,35.6
        Амурская область,2004,33.8
        Амурская область,2005,30.1
        Амурская область,2006,29.0
        Амурская область,2007,24.3
        Амурская область,2008,21.3
        Амурская область,2009,22.9
        Амурская область,2010,23.7
        Амурская область,2011,20.4
        Амурская область,2012,16.0
        Амурская область,2013,16.2
        Амурская область,2014,14.8
        Амурская область,2015,15.2
        Амурская область,2016,17.0
        Амурская область,2017,16.7
        Амурская область,2018,15.6
        Амурская область,2019,15.7
        Амурская область,2020,15.2
        Магаданская область,1995,23.2
        Магаданская область,1996,25.4
        Магаданская область,1997,23.4
        Магаданская область,1998,29.2
        Магаданская область,1999,39.4
        Магаданская область,2000,30.9
        Магаданская область,2001,25.5
        Магаданская область,2002,20.8
        Магаданская область,2003,18.4
        Магаданская область,2004,18.1
        Магаданская область,2005,18.6
        Магаданская область,2006,17.5
        Магаданская область,2007,16.2
        Магаданская область,2008,16.1
        Магаданская область,2009,15.3
        Магаданская область,2010,13.6
        Магаданская область,2011,13.9
        Магаданская область,2012,11.3
        Магаданская область,2013,12.2
        Магаданская область,2014,12.3
        Магаданская область,2015,12.9
        Магаданская область,2016,13.0
        Магаданская область,2017,11.1
        Магаданская область,2018,9.5
        Магаданская область,2019,9.3
        Магаданская область,2020,8.7
        Сахалинская область,1995,27.4
        Сахалинская область,1996,32.2
        Сахалинская область,1997,31.6
        Сахалинская область,1998,35.1
        Сахалинская область,1999,34.1
        Сахалинская область,2000,39.6
        Сахалинская область,2001,37.1
        Сахалинская область,2002,31.0
        Сахалинская область,2003,24.9
        Сахалинская область,2004,21.2
        Сахалинская область,2005,18.2
        Сахалинская область,2006,15.5
        Сахалинская область,2007,12.6
        Сахалинская область,2008,11.4
        Сахалинская область,2009,11.5
        Сахалинская область,2010,11.0
        Сахалинская область,2011,11.9
        Сахалинская область,2012,11.8
        Сахалинская область,2013,9.9
        Сахалинская область,2014,9.7
        Сахалинская область,2015,10.0
        Сахалинская область,2016,9.9
        Сахалинская область,2017,9.2
        Сахалинская область,2018,8.5
        Сахалинская область,2019,8.2
        Сахалинская область,2020,7.7
        Еврейская автономная область,1995,0.0
        Еврейская автономная область,1996,0.0
        Еврейская автономная область,1997,0.0
        Еврейская автономная область,1998,0.0
        Еврейская автономная область,1999,0.0
        Еврейская автономная область,2000,57.3
        Еврейская автономная область,2001,51.1
        Еврейская автономная область,2002,38.4
        Еврейская автономная область,2003,32.8
        Еврейская автономная область,2004,29.8
        Еврейская автономная область,2005,27.6
        Еврейская автономная область,2006,25.2
        Еврейская автономная область,2007,25.4
        Еврейская автономная область,2008,22.3
        Еврейская автономная область,2009,21.0
        Еврейская автономная область,2010,19.5
        Еврейская автономная область,2011,20.1
        Еврейская автономная область,2012,18.8
        Еврейская автономная область,2013,20.9
        Еврейская автономная область,2014,21.4
        Еврейская автономная область,2015,25.1
        Еврейская автономная область,2016,25.5
        Еврейская автономная область,2017,24.3
        Еврейская автономная область,2018,23.7
        Еврейская автономная область,2019,23.9
        Еврейская автономная область,2020,23.6
        Чукотский автономный округ,1995,0.0
        Чукотский автономный округ,1996,0.0
        Чукотский автономный округ,1997,0.0
        Чукотский автономный округ,1998,0.0
        Чукотский автономный округ,1999,0.0
        Чукотский автономный округ,2000,50.1
        Чукотский автономный округ,2001,32.8
        Чукотский автономный округ,2002,28.6
        Чукотский автономный округ,2003,19.2
        Чукотский автономный округ,2004,20.1
        Чукотский автономный округ,2005,15.1
        Чукотский автономный округ,2006,14.2
        Чукотский автономный округ,2007,13.3
        Чукотский автономный округ,2008,12.0
        Чукотский автономный округ,2009,11.9
        Чукотский автономный округ,2010,10.3
        Чукотский автономный округ,2011,9.0
        Чукотский автономный округ,2012,7.7
        Чукотский автономный округ,2013,7.5
        Чукотский автономный округ,2014,7.6
        Чукотский автономный округ,2015,8.6
        Чукотский автономный округ,2016,8.6
        Чукотский автономный округ,2017,8.5
        Чукотский автономный округ,2018,8.8
        Чукотский автономный округ,2019,8.5
        Чукотский автономный округ,2020,8.0
    Крымский федеральный округ,2015,0.0
