region,production_field,2017,2018,2019,2020
        Республика Северная Осетия-Алания,Промышленное производство (промышленность),36488677.4,28669395.4,28873169.8,35731140.0
        Чеченская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,5593040.1,5271935.0,5261315.0,4552198.6
        Чеченская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,10185637.6,10381199.0,10935631.2,11931357.8
        Чеченская Республика,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",14378846.8,15462665.5,21598599.5,24685932.8
        Чеченская Республика,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",1408498.1,1763443.3,1447381.0,2323171.0
        Чеченская Республика,Промышленное производство (промышленность),31566022.6,32879242.8,39242926.7,43492660.2
        Ставропольский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,10659488.4,10547812.9,11282941.6,11073282.6
        Ставропольский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,262210718.5,298608979.0,295086855.0,307718213.5
        Ставропольский край,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",82963657.5,83310803.4,74894017.8,68663889.1
        Ставропольский край,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",10071100.6,10497149.7,11204250.2,12597835.0
        Ставропольский край,Промышленное производство (промышленность),365904965.0,402964745.0,392468064.6,400053220.4
    Приволжский федеральный округ,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1972042292.2,2611154937.5,2665496583.1,2074236178.02
    Приволжский федеральный округ,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,7942291854.52,9154764688.98,9585057533.27,9093324889.03
    Приволжский федеральный округ,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",911281598.69,980673854.26,1004283186.93,987219351.26
    Приволжский федеральный округ,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",209721663.75,240775931.4,267627499.09,273190827.61
    Приволжский федеральный округ,Промышленное производство (промышленность),11035337409.16,12987369412.14,13522464802.69,12427971245.92
        Республика Башкортостан,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,233703291.5,314529624.5,309096676.3,212923273.0
        Республика Башкортостан,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1082922943.1,1245976976.57,1320851443.3,1165509906.51
        Республика Башкортостан,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",122986510.4,128759632.57,141092975.4,137740536.7
        Республика Башкортостан,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",22874760.1,24792985.0,26569290.9,28160337.9
        Республика Башкортостан,Промышленное производство (промышленность),1462487505.1,1714059218.64,1797610385.9,1544334054.11
        Республика Марий Эл,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,656209.2,684005.2,677188.3,929458.4
        Республика Марий Эл,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,152085601.1,157872055.75,161680407.07,142625577.67
        Республика Марий Эл,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",11545799.8,11878384.0,11953563.61,11947115.7
        Республика Марий Эл,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",4670835.0,5009938.3,5856313.1,6956325.4
        Республика Марий Эл,Промышленное производство (промышленность),168958445.1,175444383.25,180167472.08,162458477.17
        Республика Мордовия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,77313.8,86371.5,96333.4,117125.5
        Республика Мордовия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,167180032.6,189093698.0,207256340.4,236603930.5
        Республика Мордовия,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",11745010.2,13576816.3,12354091.5,12387742.0
        Республика Мордовия,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",3347054.7,7087812.9,4172280.4,3290484.1
        Республика Мордовия,Промышленное производство (промышленность),182349411.3,209844698.7,223879045.6,252399282.1
        Республика Татарстан (Татарстан),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,547515306.4,689612358.6,688510357.1,575549655.4
        Республика Татарстан (Татарстан),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1596329853.77,1930682142.6,1934816919.4,1953851587.53
        Республика Татарстан (Татарстан),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",126863365.4,144762476.5,148123871.53,139394630.98
        Республика Татарстан (Татарстан),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",28212473.8,39540974.5,39266447.9,41261788.1
        Республика Татарстан (Татарстан),Промышленное производство (промышленность),2298920999.37,2804597952.2,2810717596.33,2710057662.01
        Удмуртская Республика,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,191063993.2,253383830.0,253857942.7,187616196.1
        Удмуртская Республика,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,321065602.03,377641415.67,406856466.6,337062165.06
        Удмуртская Республика,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",37607632.6,40784436.0,40949487.8,41392702.2
        Удмуртская Республика,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",7070855.4,8645237.9,9284969.1,15502492.1
        Удмуртская Республика,Промышленное производство (промышленность),556808083.23,680454919.57,710948866.2,581573555.46
        Чувашская Республика - Чувашия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,706047.0,997299.1,727872.3,470434.3
        Чувашская Республика - Чувашия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,172564654.8,197853326.4,226882384.5,221808713.37
        Чувашская Республика - Чувашия,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",24578450.4,27133324.1,26792421.2,24286704.33
        Чувашская Республика - Чувашия,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",6247941.4,6060206.2,7041291.3,6463987.7
        Чувашская Республика - Чувашия,Промышленное производство (промышленность),204097093.6,232044155.8,261443969.3,253029839.7
        Пермский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,294130026.6,387064730.0,396475934.5,289888517.5
        Пермский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,933960295.68,1133053249.5,1156604514.3,1059475304.6
        Пермский край,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",118341891.49,124036036.2,129108334.8,122566259.43
        Пермский край,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",24410827.85,28375589.9,26741850.2,27709999.85
        Пермский край,Промышленное производство (промышленность),1370843041.62,1672529605.6,1708930633.8,1499640081.38
        Кировская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1107196.8,1398936.8,2970150.0,1400797.26
        Кировская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,199822000.5,232092511.8,238489911.5,255581757.88
        Кировская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",39382194.9,40668509.5,41181801.8,40318238.26
        Кировская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",4776300.7,7451786.8,7960807.7,8820146.16
        Кировская область,Промышленное производство (промышленность),245087692.9,281611744.9,290602671.0,306120939.56
        Нижегородская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1167562.3,1800735.5,2141150.1,1474376.8
        Нижегородская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1237832576.91,1391676488.93,1498896026.64,1356573016.08
        Нижегородская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",99013133.8,109520130.59,110434859.73,108269824.66
        Нижегородская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",29171730.6,28789442.9,31881295.8,34461742.3
        Нижегородская область,Промышленное производство (промышленность),1367185003.61,1531786797.92,1643353332.27,1500778959.84
        Оренбургская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,389692413.6,542496980.3,589755941.3,481121953.2
        Оренбургская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,304237991.73,348347747.6,325780102.4,310290124.42
        Оренбургская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",57928280.9,61913293.0,67292595.6,65022981.07
        Оренбургская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",13608191.7,19116079.2,20585344.7,24327045.9
        Оренбургская область,Промышленное производство (промышленность),765466877.93,971874100.1,1003413984.0,880762104.59
        Пензенская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,890440.7,909449.8,1583658.3,1858515.4
        Пензенская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,195823094.7,196327046.1,223956287.3,262498489.0
        Пензенская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",22153133.5,22595526.1,22635363.7,21705316.7
        Пензенская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",5328623.3,5565486.4,7295396.5,7271692.2
        Пензенская область,Промышленное производство (промышленность),224195292.2,225397508.4,255470705.8,293334013.3
        Самарская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,273744462.2,368182671.1,371281609.8,272383632.4
        Самарская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,969527951.9,1098570160.1,1156026624.0,1087820856.8
        Самарская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",115780187.5,125309424.8,126851017.5,140904474.23
        Самарская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",40486961.6,37642015.4,49393171.69,46543909.8
        Самарская область,Промышленное производство (промышленность),1399539563.2,1629704271.4,1703552422.99,1547652873.23
        Саратовская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,30491657.1,42025513.4,34948048.5,34408819.4
        Саратовская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,352459412.26,398718530.55,410146074.86,427571767.55
        Саратовская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",96236272.2,101302265.2,98182769.06,94980232.9
        Саратовская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",11207927.9,12763263.5,22338987.3,12703500.7
        Саратовская область,Промышленное производство (промышленность),490395269.46,554809572.65,565615879.72,569664320.55
        Ульяновская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,7096371.8,7982431.7,13373720.5,14093423.36
        Ульяновская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,256479843.44,256859339.41,316814031.0,276051692.06
        Ульяновская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",27119735.6,28433599.4,27330033.7,26302592.1
        Ульяновская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",8307179.7,9935112.5,9240052.5,9717375.4
        Ульяновская область,Промышленное производство (промышленность),299003130.54,303210483.01,366757837.7,326165082.92
    Уральский федеральный округ,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,5202481881.8,6683342184.9,6953555300.8,5435762376.2
    Уральский федеральный округ,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,4760491513.45,5485925124.48,5384620474.1,5134876200.01
    Уральский федеральный округ,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",712098174.53,705288076.97,749744245.74,722111842.2
    Уральский федеральный округ,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",142211170.3,163146966.2,172106824.28,174049923.66
    Уральский федеральный округ,Промышленное производство (промышленность),10817282740.08,13037702352.55,13260026844.92,11466800342.07
        Курганская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,3314896.9,3221649.8,3595211.8,3393374.8
        Курганская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,96669690.71,105499743.8,125411769.47,123383789.96
        Курганская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",20540307.2,21324002.26,21155982.8,19464469.3
        Курганская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",2856232.97,3942593.6,4200716.16,3400843.9
        Курганская область,Промышленное производство (промышленность),123381127.78,133987989.46,154363680.23,149642477.96
        Свердловская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,66980115.2,76538246.8,92683459.1,92526767.4
        Свердловская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1734335314.71,1968982302.24,2039462931.83,2072196704.81
        Свердловская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",235726163.34,243507469.37,255389506.94,245175701.1
        Свердловская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",60330100.2,70626661.2,80965530.52,77608009.86
        Свердловская область,Промышленное производство (промышленность),2097371693.45,2359654679.61,2468501428.39,2487507183.17
        Тюменская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,5068914495.2,6522592653.8,6768641326.3,5200222920.5
        Тюменская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1568612661.93,1919668690.34,1738763393.7,1527071298.14
        Тюменская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",318850040.5,317522451.74,344384406.2,327973848.8
        Тюменская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",44790441.3,45797097.9,47117002.3,55802209.3
        Тюменская область,Промышленное производство (промышленность),7001167638.93,8805580893.78,8898906128.5,7111070276.74
            Ханты-Мансийский автономный округ - Югра (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2983367501.9,3778781562.5,3859612316.8,2659122568.6
            Ханты-Мансийский автономный округ - Югра (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,534441259.7,673173395.9,699831990.23,567899557.74
            Ханты-Мансийский автономный округ - Югра (Тюменская область),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",215479082.5,218778073.0,231027141.3,215684434.4
            Ханты-Мансийский автономный округ - Югра (Тюменская область),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",22731654.4,24909283.1,24548879.8,23768335.3
            Ханты-Мансийский автономный округ - Югра (Тюменская область),Промышленное производство (промышленность),3756019498.5,4695642314.5,4815020328.13,3466474896.04
            Ямало-Ненецкий автономный округ (Тюменская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1911722338.8,2470589614.8,2664635019.7,2357945159.6
            Ямало-Ненецкий автономный округ (Тюменская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,346798851.23,442186879.05,376534862.26,307490084.98
            Ямало-Ненецкий автономный округ (Тюменская область),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",58692887.6,47356653.0,56403838.2,53303625.2
            Ямало-Ненецкий автономный округ (Тюменская область),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",10388079.3,10253197.3,11326370.6,13571615.3
            Ямало-Ненецкий автономный округ (Тюменская область),Промышленное производство (промышленность),2327602156.93,2970386344.15,3108900090.76,2732310485.08
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,173824654.5,273221476.5,244393989.8,183155192.3
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,687372551.0,804308415.39,662396541.21,651681655.42
